,ds,y
246,2018-12-24,143.5
247,2018-12-26,152.4600067138672
248,2018-12-27,153.0500030517578
249,2018-12-28,152.97000122070312
250,2018-12-31,154.25999450683594
251,2019-01-02,154.8800048828125
252,2019-01-03,149.82000732421875
253,2019-01-04,156.22999572753906
254,2019-01-07,158.08999633789062
255,2019-01-08,159.52000427246094
256,2019-01-09,160.82000732421875
257,2019-01-10,161.27999877929688
258,2019-01-11,160.69000244140625
259,2019-01-14,159.27000427246094
260,2019-01-15,162.3800048828125
261,2019-01-16,162.35000610351562
262,2019-01-17,163.6300048828125
263,2019-01-18,165.25
264,2019-01-22,161.94000244140625
265,2019-01-23,162.14999389648438
266,2019-01-24,163.1999969482422
267,2019-01-25,165.14999389648438
268,2019-01-28,163.11000061035156
269,2019-01-29,161.57000732421875
270,2019-01-30,165.67999267578125
271,2019-01-31,168.16000366210938
272,2019-02-01,167.4499969482422
273,2019-02-04,169.52999877929688
274,2019-02-05,171.02999877929688
275,2019-02-06,170.52000427246094
276,2019-02-07,168.22999572753906
277,2019-02-08,168.55999755859375
278,2019-02-11,168.39999389648438
279,2019-02-12,170.88999938964844
280,2019-02-13,171.00999450683594
281,2019-02-14,171.22000122070312
282,2019-02-15,171.94000244140625
283,2019-02-19,172.27999877929688
284,2019-02-20,172.25
285,2019-02-21,171.6199951171875
286,2019-02-22,172.88999938964844
287,2019-02-25,173.52000427246094
288,2019-02-26,173.6999969482422
289,2019-02-27,173.58999633789062
290,2019-02-28,173.19000244140625
291,2019-03-01,174.38999938964844
292,2019-03-04,174.4199981689453
293,2019-03-05,174.5500030517578
294,2019-03-06,173.55999755859375
295,2019-03-07,171.42999267578125
296,2019-03-08,171.1699981689453
297,2019-03-11,174.72999572753906
298,2019-03-12,175.69000244140625
299,2019-03-13,177.00999450683594
300,2019-03-14,176.7100067138672
301,2019-03-15,178.35000610351562
302,2019-03-18,178.4499969482422
303,2019-03-19,179.0500030517578
304,2019-03-20,179.75999450683594
305,2019-03-21,182.57000732421875
306,2019-03-22,178.55999755859375
307,2019-03-25,178.22000122070312
308,2019-03-26,179.0500030517578
309,2019-03-27,177.89999389648438
310,2019-03-28,178.30999755859375
311,2019-03-29,179.66000366210938
312,2019-04-01,182.0399932861328
313,2019-04-02,182.72999572753906
314,2019-04-03,183.77999877929688
315,2019-04-04,183.7100067138672
316,2019-04-05,184.66000366210938
317,2019-04-08,185.1300048828125
318,2019-04-09,184.47999572753906
319,2019-04-10,185.47000122070312
320,2019-04-11,185.02999877929688
321,2019-04-12,185.8300018310547
322,2019-04-15,185.86000061035156
323,2019-04-16,186.5
324,2019-04-17,187.14999389648438
325,2019-04-18,187.38999938964844
326,2019-04-22,187.9199981689453
327,2019-04-23,190.30999755859375
328,2019-04-24,189.7100067138672
329,2019-04-25,190.47999572753906
330,2019-04-26,190.64999389648438
331,2019-04-29,191.02000427246094
332,2019-04-30,189.5399932861328
333,2019-05-01,188.92999267578125
334,2019-05-02,188.11000061035156
335,2019-05-03,191.11000061035156
336,2019-05-06,189.94000244140625
337,2019-05-07,186.24000549316406
338,2019-05-08,185.77000427246094
339,2019-05-09,184.77000427246094
340,2019-05-10,185.0
341,2019-05-13,178.5800018310547
342,2019-05-14,180.5399932861328
343,2019-05-15,183.08999633789062
344,2019-05-16,184.92999267578125
345,2019-05-17,183.0399932861328
346,2019-05-20,179.9499969482422
347,2019-05-21,181.8300018310547
348,2019-05-22,181.02000427246094
349,2019-05-23,178.25
350,2019-05-24,178.16000366210938
351,2019-05-28,177.49000549316406
352,2019-05-29,176.02999877929688
353,2019-05-30,176.77000427246094
354,2019-05-31,173.9499969482422
355,2019-06-03,170.1199951171875
356,2019-06-04,174.91000366210938
357,2019-06-05,176.2100067138672
358,2019-06-06,177.61000061035156
359,2019-06-07,181.0399932861328
360,2019-06-10,183.14999389648438
361,2019-06-11,183.39999389648438
362,2019-06-12,182.33999633789062
363,2019-06-13,183.4199981689453
364,2019-06-14,182.63999938964844
365,2019-06-17,183.74000549316406
366,2019-06-18,186.41000366210938
367,2019-06-19,187.11000061035156
368,2019-06-20,188.85000610351562
369,2019-06-21,188.57000732421875
370,2019-06-24,188.16000366210938
371,2019-06-25,184.92999267578125
372,2019-06-26,185.7899932861328
373,2019-06-27,186.5
374,2019-06-28,186.74000549316406
375,2019-07-01,189.25999450683594
376,2019-07-02,190.00999450683594
377,2019-07-03,191.44000244140625
378,2019-07-05,191.0500030517578
379,2019-07-08,189.7100067138672
380,2019-07-09,190.66000366210938
381,2019-07-10,192.55999755859375
382,2019-07-11,192.4199981689453
383,2019-07-12,193.52999877929688
384,2019-07-15,194.14999389648438
385,2019-07-16,193.14999389648438
386,2019-07-17,192.1999969482422
387,2019-07-18,192.4199981689453
388,2019-07-19,191.00999450683594
389,2019-07-22,192.52999877929688
390,2019-07-23,193.7899932861328
391,2019-07-24,195.14999389648438
392,2019-07-25,193.3000030517578
393,2019-07-26,195.2899932861328
394,2019-07-29,194.6199951171875
395,2019-07-30,193.77999877929688
396,2019-07-31,191.10000610351562
397,2019-08-01,190.14999389648438
398,2019-08-02,187.35000610351562
399,2019-08-05,180.72999572753906
400,2019-08-06,183.25999450683594
401,2019-08-07,184.25
402,2019-08-08,188.25999450683594
403,2019-08-09,186.49000549316406
404,2019-08-12,184.35000610351562
405,2019-08-13,188.38999938964844
406,2019-08-14,182.75999450683594
407,2019-08-15,182.5500030517578
408,2019-08-16,185.47999572753906
409,2019-08-19,188.42999267578125
410,2019-08-20,186.97000122070312
411,2019-08-21,188.6300048828125
412,2019-08-22,188.02000427246094
413,2019-08-23,182.07000732421875
414,2019-08-26,184.82000732421875
415,2019-08-27,184.42999267578125
416,2019-08-28,185.08999633789062
417,2019-08-29,187.9199981689453
418,2019-08-30,187.47000122070312
419,2019-09-03,185.64999389648438
420,2019-09-04,188.3300018310547
421,2019-09-05,191.77999877929688
422,2019-09-06,191.58999633789062
423,2019-09-09,191.19000244140625
424,2019-09-10,190.63999938964844
425,2019-09-11,192.42999267578125
426,2019-09-12,193.22999572753906
427,2019-09-13,192.5399932861328
428,2019-09-16,191.67999267578125
429,2019-09-17,192.60000610351562
430,2019-09-18,192.52000427246094
431,2019-09-19,192.83999633789062
432,2019-09-20,190.8000030517578
433,2019-09-23,190.5
434,2019-09-24,187.97000122070312
435,2019-09-25,190.0800018310547
436,2019-09-26,189.3800048828125
437,2019-09-27,187.02999877929688
438,2019-09-30,188.80999755859375
439,2019-10-01,187.27000427246094
440,2019-10-02,184.0500030517578
441,2019-10-03,186.07000732421875
442,2019-10-04,188.80999755859375
443,2019-10-07,188.24000549316406
444,2019-10-08,185.4199981689453
445,2019-10-09,187.22999572753906
446,2019-10-10,188.67999267578125
447,2019-10-11,191.11000061035156
448,2019-10-14,191.08999633789062
449,2019-10-15,193.52000427246094
450,2019-10-16,193.0399932861328
451,2019-10-17,193.5500030517578
452,2019-10-18,191.69000244140625
453,2019-10-21,193.38999938964844
454,2019-10-22,191.85000610351562
455,2019-10-23,192.22000122070312
456,2019-10-24,194.08999633789062
457,2019-10-25,195.63999938964844
458,2019-10-28,197.57000732421875
459,2019-10-29,196.0399932861328
460,2019-10-30,196.99000549316406
461,2019-10-31,197.0800018310547
462,2019-11-01,198.8699951171875
463,2019-11-04,200.10000610351562
464,2019-11-05,200.2100067138672
465,2019-11-06,199.75999450683594
466,2019-11-07,200.42999267578125
467,2019-11-08,201.22999572753906
468,2019-11-11,200.9600067138672
469,2019-11-12,201.5399932861328
470,2019-11-13,201.58999633789062
471,2019-11-14,201.42999267578125
472,2019-11-15,202.91000366210938
473,2019-11-18,203.07000732421875
474,2019-11-19,203.3699951171875
475,2019-11-20,202.14999389648438
476,2019-11-21,201.6999969482422
477,2019-11-22,201.8300018310547
478,2019-11-25,204.22000122070312
479,2019-11-26,204.61000061035156
480,2019-11-27,206.0399932861328
481,2019-11-29,205.10000610351562
482,2019-12-02,203.0
483,2019-12-03,201.41000366210938
484,2019-12-04,202.42999267578125
485,2019-12-05,202.8300018310547
486,2019-12-06,205.0
487,2019-12-09,204.07000732421875
488,2019-12-10,203.89999389648438
489,2019-12-11,204.97999572753906
490,2019-12-12,206.50999450683594
491,2019-12-13,207.19000244140625
492,2019-12-16,209.27000427246094
493,2019-12-17,209.38999938964844
494,2019-12-18,209.5500030517578
495,2019-12-19,210.86000061035156
496,2019-12-20,211.7100067138672
497,2019-12-23,211.80999755859375
498,2019-12-24,211.9199981689453
499,2019-12-26,213.7899932861328
500,2019-12-27,213.61000061035156
501,2019-12-30,212.2100067138672
502,2019-12-31,212.61000061035156
503,2020-01-02,216.16000366210938
504,2020-01-03,214.17999267578125
505,2020-01-06,215.55999755859375
506,2020-01-07,215.52999877929688
507,2020-01-08,217.14999389648438
508,2020-01-09,218.99000549316406
509,2020-01-10,218.42999267578125
510,2020-01-13,220.9499969482422
511,2020-01-14,220.0800018310547
512,2020-01-15,220.1699981689453
513,2020-01-16,222.27999877929688
514,2020-01-17,223.3800048828125
515,2020-01-21,223.27999877929688
516,2020-01-22,223.8699951171875
517,2020-01-23,224.58999633789062
518,2020-01-24,222.6999969482422
519,2020-01-27,218.10000610351562
520,2020-01-28,221.4499969482422
521,2020-01-29,221.80999755859375
522,2020-01-30,222.60000610351562
523,2020-01-31,219.07000732421875
524,2020-02-03,222.3800048828125
525,2020-02-04,227.47000122070312
526,2020-02-05,228.22000122070312
527,2020-02-06,230.19000244140625
528,2020-02-07,229.1999969482422
529,2020-02-10,231.97000122070312
530,2020-02-11,232.00999450683594
531,2020-02-12,234.27000427246094
532,2020-02-13,233.97000122070312
533,2020-02-14,234.63999938964844
534,2020-02-18,234.72999572753906
535,2020-02-19,236.97999572753906
536,2020-02-20,234.77999877929688
537,2020-02-21,230.27000427246094
538,2020-02-24,221.38999938964844
539,2020-02-25,215.3699951171875
540,2020-02-26,216.47999572753906
541,2020-02-27,205.63999938964844
542,2020-02-28,205.8000030517578
543,2020-03-02,216.4199981689453
544,2020-03-03,209.47999572753906
545,2020-03-04,218.22000122070312
546,2020-03-05,211.58999633789062
547,2020-03-06,208.02000427246094
548,2020-03-09,193.57000732421875
549,2020-03-10,204.11000061035156
550,2020-03-11,195.22000122070312
551,2020-03-12,177.32000732421875
552,2020-03-13,192.33999633789062
553,2020-03-16,169.3000030517578
554,2020-03-17,182.13999938964844
555,2020-03-18,176.60000610351562
556,2020-03-19,177.66000366210938
557,2020-03-20,170.6999969482422
558,2020-03-23,170.4600067138672
559,2020-03-24,183.66000366210938
560,2020-03-25,182.3000030517578
561,2020-03-26,191.89999389648438
562,2020-03-27,185.3000030517578
563,2020-03-30,192.0399932861328
564,2020-03-31,190.39999389648438
565,2020-04-01,182.30999755859375
566,2020-04-02,186.00999450683594
567,2020-04-03,183.3699951171875
568,2020-04-06,196.47999572753906
569,2020-04-07,196.39999389648438
570,2020-04-08,200.57000732421875
571,2020-04-09,200.86000061035156
572,2020-04-13,203.02999877929688
573,2020-04-14,211.86000061035156
574,2020-04-15,209.42999267578125
575,2020-04-16,213.25
576,2020-04-17,215.2899932861328
577,2020-04-20,212.74000549316406
578,2020-04-21,204.88999938964844
579,2020-04-22,210.97000122070312
580,2020-04-23,210.52000427246094
581,2020-04-24,213.83999633789062
582,2020-04-27,215.55999755859375
583,2020-04-28,211.5
584,2020-04-29,219.0
585,2020-04-30,218.91000366210938
586,2020-05-01,212.74000549316406
587,2020-05-04,215.22000122070312
588,2020-05-05,217.66000366210938
589,2020-05-06,219.0
590,2020-05-07,221.82000732421875
591,2020-05-08,224.86000061035156
592,2020-05-11,226.8699951171875
593,2020-05-12,222.1199951171875
594,2020-05-13,219.33999633789062
595,2020-05-14,221.8300018310547
596,2020-05-15,223.27000427246094
597,2020-05-18,227.42999267578125
598,2020-05-19,226.86000061035156
599,2020-05-20,231.38999938964844
600,2020-05-21,228.8699951171875
601,2020-05-22,229.66000366210938
602,2020-05-26,229.0399932861328
603,2020-05-27,230.2899932861328
604,2020-05-28,229.99000549316406
605,2020-05-29,233.36000061035156
606,2020-06-01,234.05999755859375
607,2020-06-02,235.6300048828125
608,2020-06-03,236.69000244140625
609,2020-06-04,235.02999877929688
610,2020-06-05,239.69000244140625
611,2020-06-08,241.5500030517578
612,2020-06-09,243.3000030517578
613,2020-06-10,246.22000122070312
614,2020-06-11,234.02000427246094
615,2020-06-12,235.8800048828125
616,2020-06-15,238.75
617,2020-06-16,242.85000610351562
618,2020-06-17,243.6199951171875
619,2020-06-18,244.27999877929688
620,2020-06-19,244.24000549316406
621,2020-06-22,246.74000549316406
622,2020-06-23,248.83999633789062
623,2020-06-24,243.7100067138672
624,2020-06-25,246.02999877929688
625,2020-06-26,240.22000122070312
626,2020-06-29,242.83999633789062
627,2020-06-30,247.60000610351562
628,2020-07-01,250.49000549316406
629,2020-07-02,252.19000244140625
630,2020-07-06,258.3900146484375
631,2020-07-07,256.6099853515625
632,2020-07-08,259.989990234375
633,2020-07-09,262.17999267578125
634,2020-07-10,263.9700012207031
635,2020-07-13,258.5400085449219
636,2020-07-14,260.3699951171875
637,2020-07-15,260.8999938964844
638,2020-07-16,259.1199951171875
639,2020-07-17,259.4200134277344
640,2020-07-20,266.7799987792969
641,2020-07-21,264.0
642,2020-07-22,264.92999267578125
643,2020-07-23,258.010009765625
644,2020-07-24,255.55999755859375
645,2020-07-27,260.1199951171875
646,2020-07-28,256.80999755859375
647,2020-07-29,259.7699890136719
648,2020-07-30,261.1300048828125
649,2020-07-31,265.7900085449219
650,2020-08-03,269.3800048828125
651,2020-08-04,270.3800048828125
652,2020-08-05,271.04998779296875
653,2020-08-06,274.6400146484375
654,2020-08-07,271.4700012207031
655,2020-08-10,270.30999755859375
656,2020-08-11,265.19000244140625
657,2020-08-12,271.8599853515625
658,2020-08-13,272.4800109863281
659,2020-08-14,272.1600036621094
660,2020-08-17,275.32000732421875
661,2020-08-18,277.9700012207031
662,2020-08-19,276.1000061035156
663,2020-08-20,279.92999267578125
664,2020-08-21,281.8699951171875
665,2020-08-24,283.6300048828125
666,2020-08-25,285.8599853515625
667,2020-08-26,291.9599914550781
668,2020-08-27,291.04998779296875
669,2020-08-28,292.5299987792969
670,2020-08-31,294.8800048828125
671,2020-09-01,299.9200134277344
672,2020-09-02,302.760009765625
673,2020-09-03,287.4100036621094
674,2020-09-04,283.5799865722656
675,2020-09-08,269.95001220703125
676,2020-09-09,277.8800048828125
677,2020-09-10,272.3399963378906
678,2020-09-11,270.45001220703125
679,2020-09-14,275.1600036621094
680,2020-09-15,279.05999755859375
681,2020-09-16,274.6099853515625
682,2020-09-17,270.32000732421875
683,2020-09-18,266.8699951171875
684,2020-09-21,267.510009765625
685,2020-09-22,272.4800109863281
686,2020-09-23,264.1600036621094
687,2020-09-24,265.3900146484375
688,2020-09-25,271.55999755859375
689,2020-09-28,277.20001220703125
690,2020-09-29,275.95001220703125
691,2020-09-30,277.8399963378906
692,2020-10-01,282.25
693,2020-10-02,274.30999755859375
694,2020-10-05,280.1600036621094
695,2020-10-06,275.1600036621094
696,2020-10-07,279.9200134277344
697,2020-10-08,281.4100036621094
698,2020-10-09,285.7099914550781
699,2020-10-12,294.5299987792969
700,2020-10-13,294.5199890136719
701,2020-10-14,292.05999755859375
702,2020-10-15,290.1000061035156
703,2020-10-16,288.510009765625
704,2020-10-19,283.79998779296875
705,2020-10-20,284.4100036621094
706,2020-10-21,284.19000244140625
707,2020-10-22,284.17999267578125
708,2020-10-23,284.739990234375
709,2020-10-26,280.4700012207031
710,2020-10-27,282.6600036621094
711,2020-10-28,271.6400146484375
712,2020-10-29,276.3900146484375
713,2020-10-30,269.3800048828125
714,2020-11-02,269.9800109863281
715,2020-11-03,274.6499938964844
716,2020-11-04,286.9100036621094
717,2020-11-05,294.3900146484375
718,2020-11-06,294.6099853515625
719,2020-11-09,288.5899963378906
720,2020-11-10,283.4200134277344
721,2020-11-11,289.760009765625
722,2020-11-12,288.3999938964844
723,2020-11-13,290.92999267578125
724,2020-11-16,293.20001220703125
725,2020-11-17,292.2699890136719
726,2020-11-18,290.1099853515625
727,2020-11-19,292.3800048828125
728,2020-11-20,290.3800048828125
729,2020-11-23,290.3900146484375
730,2020-11-24,294.4700012207031
731,2020-11-25,296.2799987792969
732,2020-11-27,299.010009765625
733,2020-11-30,299.6199951171875
734,2020-12-01,303.4599914550781
735,2020-12-02,303.8500061035156
736,2020-12-03,304.2799987792969
737,2020-12-04,305.5199890136719
738,2020-12-07,307.25
739,2020-12-08,308.2900085449219
740,2020-12-09,301.30999755859375
741,2020-12-10,302.5199890136719
742,2020-12-11,301.8500061035156
743,2020-12-14,304.0400085449219
744,2020-12-15,307.2900085449219
745,2020-12-16,308.9800109863281
746,2020-12-17,311.0
747,2020-12-18,310.05999755859375
748,2020-12-21,308.9200134277344
749,2020-12-22,309.760009765625
750,2020-12-23,308.20001220703125
751,2020-12-24,309.55999755859375
752,2020-12-28,312.67999267578125
753,2020-12-29,312.9599914550781
754,2020-12-30,312.9700012207031
755,2020-12-31,313.739990234375
756,2021-01-04,309.30999755859375
757,2021-01-05,311.8599853515625
758,2021-01-06,307.5400085449219
759,2021-01-07,314.9800109863281
760,2021-01-08,319.0299987792969
761,2021-01-11,314.4200134277344
762,2021-01-12,313.9200134277344
763,2021-01-13,316.0400085449219
764,2021-01-14,314.3500061035156
765,2021-01-15,311.8599853515625
766,2021-01-19,316.4100036621094
767,2021-01-20,323.7699890136719
768,2021-01-21,326.3599853515625
769,2021-01-22,325.4200134277344
770,2021-01-25,328.1099853515625
771,2021-01-26,328.5899963378906
772,2021-01-27,319.42999267578125
773,2021-01-28,321.32000732421875
774,2021-01-29,314.55999755859375
775,2021-02-01,322.4200134277344
776,2021-02-02,327.67999267578125
777,2021-02-03,326.3800048828125
778,2021-02-04,330.239990234375
779,2021-02-05,331.3599853515625
780,2021-02-08,333.5799865722656
781,2021-02-09,333.510009765625
782,2021-02-10,332.75
783,2021-02-11,334.5799865722656
784,2021-02-12,336.45001220703125
785,2021-02-16,335.5400085449219
786,2021-02-17,333.92999267578125
787,2021-02-18,332.4700012207031
788,2021-02-19,331.0199890136719
789,2021-02-22,322.44000244140625
790,2021-02-23,321.4800109863281
791,2021-02-24,324.1300048828125
792,2021-02-25,312.8299865722656
793,2021-02-26,314.1400146484375
794,2021-03-01,323.5899963378906
795,2021-03-02,318.3999938964844
796,2021-03-03,309.1600036621094
797,2021-03-04,304.1000061035156
798,2021-03-05,308.67999267578125
799,2021-03-08,299.94000244140625
800,2021-03-09,311.7699890136719
801,2021-03-10,310.8800048828125
802,2021-03-11,318.0400085449219
803,2021-03-12,315.4599914550781
804,2021-03-15,318.8299865722656
805,2021-03-16,320.5799865722656
806,2021-03-17,321.8999938964844
807,2021-03-18,312.0400085449219
808,2021-03-19,313.1400146484375
809,2021-03-22,318.6099853515625
810,2021-03-23,317.2200012207031
811,2021-03-24,311.8699951171875
812,2021-03-25,311.3299865722656
813,2021-03-26,316.0
814,2021-03-29,315.9100036621094
815,2021-03-30,314.32000732421875
816,2021-03-31,319.1300048828125
817,2021-04-01,324.57000732421875
818,2021-04-05,331.04998779296875
819,2021-04-06,330.82000732421875
820,2021-04-07,331.6199951171875
821,2021-04-08,335.0799865722656
822,2021-04-09,337.1099853515625
823,2021-04-12,336.6700134277344
824,2021-04-13,340.6000061035156
825,2021-04-14,336.510009765625
826,2021-04-15,341.6099853515625
827,2021-04-16,342.010009765625
828,2021-04-19,338.8800048828125
829,2021-04-20,336.4100036621094
